uuid,Keywords,label
10,budget; food; observed; security; approach; consumption; aims; achievement; population; insecure; vegetables; aspects; expenditure; diet; strategies; europe; policymakers; academics; sustainable; abruzzo; italian; estimated; inequality; inequalities; focuses; distributions; policies; insights; estimation; measure; measuring; nutrition; survey; analyse; perspective; insecurity; analytical; malnutrition; economic; poverty,1
11,methodology; resource; response; reduction; operational; scale; thermal; grid; parameter; demonstrate; air; experiments; usage; conditions; data; resources; maximum; house; baseload; controllability; potential; decomposition; scenarios; power; generate; demand; load; voltage; energy; estimating; loads; residential; conditioning; utilization; analysis; indicators; consumption; estimation; meter; evaluation,0
12,ekc; fm; bayer; ols; positively; granger; modified; confirm; combined; causality; 2014; empirical; running; test; validate; co2; finding; validated; democracy; applies; increases; growth; cointegration; study; variables; innovation; consumption; investigates; emissions; estimation; energy; economic; modelling; accounting; tests; effects; degradation; globalization; africa; environmental,0
13,charge; prolong; justification; impact; security; unbalanced; facilities; costs; optimal; penetration; indices; sources; underlying; approach; scale; optimize; lifetime; increasing; charging; discharge; constraint; operation; economic; stability; operational; networks; reliability; network; dynamic; storage; electrical; voltage; reconfiguration; renewable; distribution; strategy; discharging; management; resources; energy,0
14,reduction; progenitor; accelerate; malocclusion; tooth; directly; tension; catenin; formation; progenitors; increases; bones; cell; induced; ligament; subunit; pdl; ablation; mineral; tamoxifen; conversely; immunostaining; bone; alveolar; dmp1; toxin; cells; progeny; osteogenic; orthodontic; coimmunostaining; periodontal; alkaline; runx2; phosphatase; apposition; contribute; axin2lin; axin2; axin2creert2,1
15,paste; utilizing; mechanical; detected; phase; so42; concern; microstructure; compressive; evaluated; absorption; analysis; electron; development; material; researchers; carbon; evaluation; 7h; industrial; materials; products; mgso4; gypsum; microscope; flue; cement; incorporated; study; incorporation; gas; fgdg; testing; mixtures; hydration; desulfurization; diffraction; investigate; magnesium; oxysulfate,0
16,sustainably; utilisation; rights; developing; context; 2020; computes; technological; predicting; method; relationship; develops; resources; causal; growth; hybrid; influence; approach; policymakers; decision; informational; framework; exploring; support; findings; indicator; facilitates; industries; economic; analyses; organisation; circular; organisations; outcomes; adoption; organisational; economy; indicators; evaluation; economies,0
17,inhibit; substantial; computational; stabilize; interactions; severe; complexes; inhibition; simulation; cells; kcal; cid68827; sars; cid11531457; causative; multiplication; antiviral; pharmacokinetic; topology; parameters; mechanisms; respiratory; syndrome; induces; topological; inhibitors; derivatives; artemisone; molecules; molecular; artemisinin; artemiside; cid6917864; artesunate; structure; infections; structural; protein; alterations; nsp1,1
18,highly; sheets; promising; gradient; seawater; inherent; output; extracting; employing; osmotic; porous; nanoporous; dimensional; ph; boosting; enhancement; prospect; nanopores; power; sustainable; simultaneous; temperature; maximum; nanopore; pristine; density; nanofluidic; oxidation; nanomembrane; membranes; extraction; membrane; h2so4; salinity; efficient; harvest; harvesting; mxene; energy; ti3c2tx,1
19,comprises; main; water; gwp; coefficient; vital; efficiency; outlet; technologies; refrigerants; phenomenon; eco; pvt; panel; collector; refrigerant; residential; refrigeration; applications; system; domestic; climate; application; cool; lit; warming; temperatures; temperature; hybrid; evaporator; cooling; energy; powered; solar; heat; electricity; thermal; heater; heating; photovoltaic,0
20,dependent; addition; constitutive; contribute; impact; increased; sticklebacks; correlates; abundance; origin; iii; distinct; exposure; helminths; genes; impacts; status; gene; composition; host; varied; ecoevolutionary; schistocephalus; depends; variables; parasite; variation; immune; varies; differences; hosts; parasites; immunomodulation; bacterial; infected; infection; phenotype; genotype; endomicrobiome; microbiome,1
21,structure; removal; anion; stability; fungi; systems; disease; bioavailability; superoxide; activity; solubility; inhibitor; concentrations; including; peroxide; encapsulated; reactive; protection; microorganism; agents; bacteria; algae; actions; hydroxyl; functions; organs; protozoa; oxygen; microorganisms; products; aerobic; systematic; liposomal; metabolism; review; antiviral; antimicrobial; antioxidant; antibiotics; antioxidants,1
22,government; social; 2017; jointly; challenges; manifest; countries; gaussian; robust; requisites; structural; public; life; services; factors; hospital; healthy; workforce; expenditure; market; sustainable; productivity; integration; policies; support; markets; labor; regression; implications; union; impact; aging; health; employment; population; european; macroeconometric; impacts; economic; economies,0
23,benefits; participants; paper; total; autonomy; p2p; consumption; ratio; price; mechanism; practical; helping; abilities; prosumers; generation; based; simulations; solutions; technologies; welfare; market; auction; profits; economic; peer; supply; distributed; connected; energy; trading; solar; community; household; grid; photovoltaics; residents; residential; communities; photovoltaic; electricity,0
24,community; 185; defined; risk; aim; zio; determine; 346; history; xt; nondemented; measured; adults; premature; ratio; florbetapir; pet; uptake; fbp; communities; evaluated; contractions; participants; underlie; fibrillation; aβ; aric; brain; deposition; cortical; pathology; atrial; tachycardia; study; association; cognition; associations; atherosclerosis; amyloid; arrhythmias,1
25,suspensions; quantity; morphology; collected; process; muscles; simple; rate; nrcm; tissue; collagenase; adhesion; treated; digestion; stepwise; vitality; survival; solutions; assessments; purity; rat; enzymatic; dissociation; spontaneous; cells; culturing; ventricular; centrifuged; convenient; digestive; pulsation; centrifugation; method; rats; efficient; myocardial; methods; isolation; neonatal; cardiomyocytes,1
26,lexicon; lexical; ability; pragmatic; accounting; model; phrasal; inconsistent; data; existential; syntax; measures; piecewise; consistent; variance; interpretations; children; inhibition; behavioral; measure; factors; comparison; estimated; contexts; statistically; statistical; modeling; child; variables; components; methodological; language; implicatures; implicature; approximate; quantity; measurement; structural; quantifier; equation,1
27,underscores; greatly; 2017; provide; review; health; focused; focus; care; chain; functioning; increased; icu; survivors; neurological; post; outcomes; admission; workgroup; physicians; recommendations; spontaneous; survival; unit; improve; improved; critical; management; cardiac; discharge; patients; intensive; resuscitated; update; urgent; hospital; recovery; arrest; return; circulation,1
28,decline; active; complexity; promising; invasive; brain; reduction; development; potential; treatment; natural; pathology; quercetin; combined; products; disorder; toxicity; alleviate; tricomponent; intranasal; helps; nanoformulation; influencing; developed; bioavailability; biomarkers; synergistic; disorders; substances; dose; combination; innovation; drug; drugs; vitamin; enhances; neurodegenerative; alzheimer; antioxidant; antioxidants,1
29,flux; effects; atpase; excretion; response; depolarize; cell; henle; enac; ray; iv; rat; tubules; mechanism; tubule; ample; pct; labyrinth; model; ph; densa; cells; cortical; distal; secretion; proximal; ammonia; laboratory; tubuloglomerular; cytosolic; luminal; formula; renal; peritubular; nephron; mathematical; epithelial; ammoniagenesis; kidney; hyperkalemia,1
30,differs; 02; exon; 01; sanger; 501; individual; hla; dideoxy; allele; 35; nucleotides; chinese; nucleotide; identified; sequencing,1
31,characterized; degraded; catalytic; cultivated; chia; sequence; insoluble; protein; escherichia; encodes; identified; peptide; germination; rhizosphere; sequences; cbm; amino; bvlpmo10; ibe29; analysis; nematode; species; chib; degradation; genes; rbvchib; coli; chitinolytic; biocontrol; genomic; velezensis; enzymes; genome; chitin; molecular; chitinase; bacterial; bacterium; bacillus; chitinases,1
32,reference; unnecessary; reports; possibility; distract; deal; rare; potential; focus; remains; practice; development; influenced; profoundly; 24; vaccines; pandemic; vitts; patients; immunised; clinicians; accompanied; australia; acute; era; covid; months; institution; confronts; syndrome; diagnosis; medicine; disorder; managing; prevalence; 19; razor; thrombocytopaenia; occam; thrombosis,1
33,intense; entire; mountains; worldwide; 470; population; brown; rarely; references; orange; includes; brownish; se; scales; taxa; typical; hakkari; pale; stem; turkey; folds; flowers; corolla; form; province; plants; stems; typified; typification; genus; calyx; boissieri; cilo; peculiar; lutea; species; holoparasite; phelypaea; orobanchaceae; phelypaeaboissierif,1
34,334; recovery; balance; 58; 1mw; examine; aims; samples; 2019; plant; fm; produced; daily; substrates; prices; potassium; element; analysis; systems; plants; conditions; 08; principle; digested; economic; digestate; cycle; polish; economy; fertilizing; income; installations; nitrogen; properties; management; fields; agricultural; fertilizers; nutrient; farms,0
35,deal; policy; rising; green; regions; losing; investments; measures; generating; corporations; government; change; feasibility; shift; lignite; unions; mining; concerns; infrastructure; fossil; transition; reduction; uneconomic; drivers; political; pollution; european; electricity; barriers; resistance; policies; coalitions; energy; economic; opposition; economy; fuels; climate; poland; coal,0
36,methodology; approach; dispatchable; concurrently; disclose; profitability; hybrid; formulation; scheduling; profit; scenarios; markets; output; optimal; reserve; dealing; system; discharging; based; minimizes; spinning; offering; modes; solution; maximizes; market; power; renewable; strategies; trading; optimization; solutions; thermal; resources; coordinated; wind; utilized; strategy; energy; storage,0
37,quality; development; pec; brunei; dea; practical; carbon; population; assess; operation; singapore; illustrate; consumption; 2013; association; proficiency; study; assessment; organization; optimal; inputs; emission; data; australia; emissions; outputs; oecd; evidence; countries; dioxide; analysis; efficient; outcomes; environment; energy; economic; efficiency; environmental; economies; economics,0
38,fingernails; underwent; severity; severe; cure; treatments; complaint; absence; adequate; functional; patient; renal; patella; deformities; ocular; spectrum; iliac; elbow; skeletally; practitioner; patellar; pain; total; clinical; pediatric; surgeon; autosomal; syndrome; patients; neurological; knees; dysplasia; hypoplasia; osteo; symptomatic; orthopedic; knee; onychodysplasia; arthroplasty; osteoarthritis,1
39,evs; pcm; constraints; focus; reduce; lifespan; practical; petrol; negative; performance; limited; transition; change; combination; reviews; safety; direction; volume; ion; active; improvement; power; systems; diesel; decreasing; heat; material; hybrid; vehicles; development; phase; passive; management; thermal; electric; techniques; developments; lithium; batteries; battery,0
40,range; hypothesised; specific; serves; structure; roles; loosening; factors; key; primary; central; molecules; proven; polysaccharides; main; role; multiple; findings; genetic; reverse; redefine; cellulose; xth; recognise; comprises; highlight; analyses; xths; proteins; family; reconsider; function; functions; reconsidering; enzyme; hydrolase; xyloglucan; xyloglucans; transglycosylase; endotransglucosylase,1
41,capacity; properties; identified; optimal; proved; cation; functional; achieving; cs2; langmuir; removal; concentration; electrostatic; investigate; interactions; equilibrium; pb; acidbase; incorporated; functionalized; coordination; reusability; carbon; regeneration; reactivity; sulfur; increasing; chemical; graphene; improvement; adsorbent; enhanced; investigation; efficiency; mechanism; functionalization; effects; oxide; adsorption; disulfide,0
42,action; dna; levels; tfrc; active; affect; positive; hematological; cd8; rays; coumarate; ionizing; cell; model; rat; phases; cd4; radicals; combination; tissue; rats; gamma; intraperitoneally; mitigating; irradiated; agents; parameters; znconps; radiation; zncanps; radio; nox; nitric; peroxidation; zinc; oxide; cytotoxic; antioxidant; caffeinate; nanoparticles,1
43,government; proxy; social; 12; auto; explore; relationship; represented; decision; cluster; factor; country; renewable; population; causal; lobbying; dependence; jeopardize; health; variables; investigate; growth; influence; degradation; consumption; study; relationships; global; panel; industrialization; energy; regression; economic; factors; analyzed; indicators; european; countries; environmental; analysis,0
44,coe; speed; tools; estimate; direction; cf; factor; factors; saving; flux; capacity; production; scale; tariff; positive; net; 36; algeria; meteorologie; output; development; meteorological; flow; benefit; viable; viability; algerian; south; power; region; farm; economically; economic; feasibility; electricity; west; energy; potential; wind; windfarm,0
45,inflammatory; arpc1b; patterns; differential; 37; carbohydrate; conserved; 332; compositional; defined; vascular; electronic; methylated; gene; database; critical; observed; systematic; correlation; collected; mitochondria; structural; female; characteristics; samples; metabolism; identified; reconstruction; ontology; scanning; data; tissue; obesity; integrative; females; biological; analysis; subcutaneous; microscope; insights,1
46,markets; agents; grids; rights; sizing; 2020; maximum; equipment; explores; flexibility; task; techno; savings; photovoltaic; consumers; prosumers; market; generation; benefits; policymakers; grid; economic; residential; solar; alternative; technology; tariff; peer; analysing; trade; renewable; assessing; technologies; sector; assessment; trading; energy; potential; electricity; availabilities,0
47,search; taxa; internal; provided; combined; cultured; closest; nuclear; spacer; belong; tree; sequence; based; named; diversity; sequences; phylogenetic; nov; dna; genbank; sp; microthyriaceae; lsu; microthyrium; keqinzhangia; sequenced; isolates; gen; southern; hyphomycetes; species; genera; genus; pseudocoronospora; isolated; freshwater; aquatic; hainanense; china; aquatica,1
48,generation; optimized; combined; solar; cooling; units; leverages; battery; scenarios; distributed; emissions; heating; thermal; technical; greenhouse; simulation; generations; optimization; stability; power; improves; controllable; system; resources; control; dispatches; voltage; distribution; day; systems; storage; energy; feeder; operation; manage; efficiency; management; microgrids; reconfiguration; microgrid,0
49,based; molecular; margin; orange; mangold; reported; time; thalline; weerakoon; position; sp; studied; characteristics; chemical; sequences; pruina; morphological; wolseleyana; science; recombined; loci; analysis; genus; lumbsch; discs; analyses; records; phenotypic; hymenium; ascospores; murioelongata; phylogenetic; niveocarpa; species; china; chapsa; astrochapsa; chapsawolseleyana; graphidaceae; chapsamurioelongata,1
50,attention; examine; sector; national; opportunities; union; mandatory; gross; data; 2020; sources; employ; variables; transport; funding; objective; dependent; positive; domestic; causality; implementation; analysis; deployment; countries; 28; achieving; growth; attributed; final; benefits; impact; yield; achievements; european; consume; income; economic; consumption; renewable; energy,0
51,demand; financial; marginal; sector; infers; nexuses; accrue; environment; urban; 32; investigating; region; devise; asian; approach; heterogeneous; policies; heterogenous; linkage; bidirectional; unrelated; dynamic; deteriorating; consumption; development; industrial; causal; estimated; estimates; progression; sustainable; growth; causality; energy; indicators; impacts; regression; economic; economy; economies,0
52,ardl; responded; time; positive; existence; 2018; carbon; supports; insignificant; negative; variables; improve; shocks; contrary; combustible; alternative; relationship; renewable; study; nuclear; consumption; emission; taxation; quality; electric; emissions; compared; economy; clean; power; effects; findings; waste; analysis; energy; examines; asymmetric; pakistan; environmental; asymmetries,0
53,saxicola; wulfen; evolutus; orophilus; contractusvar; taxonomic; collivagus; neotypified; icones; types; lectotype; sylvestrisvar; specimen; identification; lectotypified; godronianus; florae; sylvestris; consimilis; 14; germanicae; helveticae; garganicus; herbarium; tergestinus; neotypification; typification; tenuifolius; names; dianthusaggericola; nomenclature; specimens; nomenclatural; synonymies; dianthussubacaulis; caryophyllusf; dianthusvirgineus; dianthusvirgineusvar; caryophyllaceae; dianthuscaryophyllusvar,1
54,region; control; helpful; emission; greenhouse; depletion; intervention; analyzes; stimulating; study; improving; resources; incidence; households; activities; risks; improvement; fuel; mortality; diseases; increasing; emissions; reducing; utilization; greenhouses; health; factors; countries; respiratory; fuels; growth; consumption; combustion; energy; economic; economies; effects; influence; environmental; pollution,0
55,cytochrome; promoted; pseudomonas; respiration; 14; activated; physiological; reduction; growth; denitrifying; putida; cells; cell; pef; permeability; aerobic; micro; density; pulsed; promotes; genes; stimulation; nutrients; enhanced; increased; w207; fcm; metabolism; improving; efficiency; metabolic; oxidoreductase; denitrification; field; fluorescence; electric; membrane; electroporation; electron; bacteria,1
56,dependent; curve; fdi; environment; functions; country; variables; region; offers; modelling; emissions; sources; formulated; production; econometric; expenditures; modeling; avenues; proposes; academics; technology; pollution; fuel; hypothesis; foreign; direct; oecd; environmental; energy; equation; approach; implications; perspective; simultaneous; causality; growth; investment; economics; economies; innovation,0
57,branches; employed; marks; concept; decision; science; multi; conducted; slr; highlighting; demonstrates; interaction; map; relevance; levels; implementation; focus; relation; outline; multiple; aspects; scopus; determining; system; macro; techniques; databases; review; subdivided; summarized; methods; indicators; circular; criteria; systemic; measuring; methodologies; systematic; circularity; economy,1
58,effects; performance; low; cue; cda; times; contained; clutter; array; delay; difficulty; increases; cues; measures; reduced; result; applied; imposed; findings; held; set; relative; viable; quantify; measure; real; created; compared; goal; estimating; visual; size; memory; search; target; measured; targets; object; equal; objects,1
59,effectiveness; performed; airway; inflating; management; resource; tidal; achieve; continual; seal; technique; valve; techniques; optimize; volume; bvd; adjunct; fundamental; proficient; pressure; assessment; optimal; invasive; patency; adjuncts; bvm; clinicians; facemask; emergency; ems; mask; statement; position; naemsp; document; manual; ventilation; medical; ventilations; prehospital,1
60,80; space; extent; temporal; abundant; senile; prevalent; cortex; frontal; compatible; observed; sections; consecutive; alzheimer; lobes; identfied; disease; caa; dementia; purkinje; molecular; granule; aβ; lobe; cerebral; cortices; aβ1; parietal; pathology; immunohistochemistry; plaques; occipital; immunoreactivity; cerebellum; cerebellar; subarachnoid; autopsy; amyloid; angiopathy; hemorrhage,1
61,8000; experiment; eccentricities; determined; rotate; indicating; basically; insufficient; stability; improve; speed; combined; mm; axial; mathematical; starts; eccentricity; direction; aiming; achieve; effectively; tube; blade; groove; rpm; suspended; design; grooving; gravity; impeller; blood; suspension; annular; force; hydraulic; fluid; circumferential; influence; flow; pump,1
62,slow; seepage; alleviate; technical; lowers; cm; slowly; verify; dimensional; extent; operated; alleviating; wipe; application; alleviation; treatment; operational; surface; structure; improved; processing; systems; flow; decreased; system; influence; efficiency; wastewater; modified; media; hydraulic; conductivity; biofilm; reduce; modification; bioclogging; hydrophobically; hydrophobic; infiltration; filter,1
63,proposed; comparison; temperature; pressure; dimensional; power; aspect; based; cm; range; density; values; analyses; aspects; performance; economic; sensitivity; procedure; manufacture; fuel; portable; exchange; voltage; emission; practical; applications; maximum; application; operation; optimized; objective; cells; cell; functions; membrane; propulsion; optimum; proton; efficiency; optimization,0
64,red; carrying; blood; lead; cells; documented; modest; production; cms; sickness; life; o2; capacity; increased; mountain; beneficial; increase; highland; varies; traits; populations; chronic; excessive; syndromes; responses; altitude; mechanisms; physiological; environments; adaptive; erythrocytosis; maladaptive,1
65,attacks; peak; increase; hours; contract; sources; security; generation; system; vulnerability; solution; minimize; reduction; vulnerabilities; peer; secure; optimized; simulation; ensure; local; market; community; consumption; optimize; trade; schemes; based; decentralized; management; algorithm; economic; renewable; demurrage; mechanism; scheduling; energy; electricity; trading; sustainable; blockchain,0
66,economic; model; inverted; approach; independent; direct; findings; countries; auto; renewable; 1996q1; remains; investment; developing; analysis; lag; ekc; homogeneous; growth; increases; data; gdp; reduces; bangladesh; quality; interacting; distributed; regressive; co2; control; reducing; emission; evidence; ardl; variables; interaction; role; emissions; institutional; modifying,0
67,mechanism; tissues; bioengineered; genetically; oncogenesis; nano; receptors; membranes; therapy; administering; membrane; encapsulating; mesenchymal; tumor; clinical; ectosomes; genome; genetic; proteins; mutagenesis; rheumatoid; pathophysiological; cell; targeted; nucleic; immune; cells; arthritis; metastasis; chemokine; targeting; mimicking; therapeutic; nanoparticles; maximizing; chemokines; nanoencapsulations; autoimmune; nanoencapsulation; chemotherapeutic,1
68,powerful; occupation; dimension; led; enquiry; expressions; system; strengthen; identities; life; scholarship; heart; shapes; empathy; personal; compassion; scientists; capacity; challenges; resources; considered; inside; transformation; spirituality; beliefs; contemplation; transformative; generosity; deepening; economic; structures; cultivate; degradation; neglect; adequacy; external; inequality; worlds; ecosystem; sustainability,0
69,deaths; care; safe; function; patients; external; administer; middle; caused; resource; half; management; alteration; indications; drugs; key; aim; dangerous; counterparts; effective; effects; low; organization; pragmatic; complications; monitoring; settings; secondary; brain; strategies; sedated; injury; injuries; sedatives; sedation; prevent; trauma; sedative; traumatic; neuroprotective,1
70,capita; increased; factor; demand; rights; benefits; costs; countries; largest; net; electricity; contributor; forces; analysis; difference; output; south; emission; suppressing; industrial; curb; economic; industries; regional; investigated; economies; embodied; manufacturing; environmental; emissions; coefficient; china; india; evidence; export; carbon; exporter; exports; trade; imbalance,0
71,relevance; pathways; students; systems; activities; identifying; marginalised; carers; principals; setting; reflection; plans; integration; academic; skills; context; designed; competencies; regional; challenges; experiences; design; practices; community; opportunities; projecting; communities; vocational; adolescents; australian; perspectives; taught; career; schools; teachers; australia; designing; curriculum; education; educational,1
72,partial; acute; ischemia; occlusion; fogarty; cubital; ipsilateral; chronic; limb; facial; waveform; paleness; hypoesthesia; pulses; disease; stroke; artery; radial; arterial; embolic; patency; brachial; mimicking; arteriovenous; ultrasound; presentation; nephrology; vascular; bifurcation; embolization; atypical; complication; dysfunction; fistula; hemodialysis; thromboembolectomy; anastomosis; radiocephalic; thromboembolism; thrombosis,1
73,gulf; semisulcatus; power; grilling; penaeus; boiling; fatty; properties; contents; flesh; methods; processes; dpph; sensory; salting; acid; mineral; reducing; frying; assessed; cooking; assess; fried; extracts; processing; measured; food; vitamins; diverse; diphenyl; evaluating; antioxidant; powder; picrylhydrazyl; oxidation; powders; nutritional; macronutrient; effects; shrimp,1
74,study; sample; sexual; children; wlwh; beneficial; microarray; predictors; cd4; marital; goytacazes; factors; diversity; city; univariate; positive; hiv; risk; questionnaire; susceptible; patients; population; protective; endocervical; cervical; women; multivariate; associations; genomic; brazilian; genotyping; variables; abnormalities; hpv; 4vhpv; genotypes; infection; vaccination; vaccine; papillomavirus,1
75,training; interface; difficulty; operators; 35e; 720p; mounted; feasibility; performed; device; experienced; scale; body; glasses; developed; fatigue; advanced; evaluate; methodology; flexible; procedures; display; bronchus; procedure; multimedia; displays; clinical; binocular; virtual; pulmonologists; simulation; simulated; transbronchial; fluoroscopic; biopsy; fluoroscopy; bronchoscope; bronchoscopists; bronchoscopic; bronchoscopy,1
76,edax; ftir; mm; chloride; ph; disease; ray; electron; biomass; diseases; viral; optimum; anti; reoviridae; alkaline; proved; tuirus; genus; gold; infrared; serotypes; extracellular; bluetongue; properties; contagious; bioprocess; radiation; dilutions; prevention; drug; microscopy; streptomyces; infectious; dbz39; actinomycetes; vaccine; nanoparticles; virus; orbivirus; antiviral,1
77,gender; addressing; survey; sectional; parents; age; economic; cities; conducted; xi; study; education; parental; limitations; analyses; studied; events; bullying; psychological; factors; social; investigated; implications; control; shanghai; china; online; regression; relationships; controlling; interpersonal; correlates; abuse; chinese; adolescent; prevalence; disorders; gaming; internet; adolescents,0
78,time; position; attributes; dyadic; outlining; perceptions; prospects; influence; governed; types; synthesize; evaluations; individuals; properties; outcomes; dynamic; processes; status; multiple; navigate; forms; feedbacks; overlapping; culturally; variety; domains; diverse; structural; distinction; characteristics; differentiation; humans; sciences; interactions; relations; dominance; hierarchies; relationships; networks; social,1
79,method; survey; analyze; equation; statistical; stimuli; circular; agencies; objective; demand; aspect; planned; attitude; practical; economies; findings; modeling; economic; empirical; enhance; stimulating; enhancing; improvement; product; products; consumers; economy; evidence; intention; consumer; bangkok; implication; marketing; purchase; industrial; thailand; automotive; remanufactured; purchasing; remanufacturing,0
80,total; adds; middle; mena; accounting; embrace; 1990; study; contribute; 2016; explores; damage; dominates; findings; sources; potential; flows; abate; change; north; directional; development; countries; effects; causality; consumption; clean; degradation; east; growth; economic; region; climate; renewable; environment; energy; environmental; ecological; urbanization; africa,0
81,factors; building; companies; strategies; reuse; enablers; complex; regulatory; efficient; environmental; achieve; findings; evbs; approach; repurposing; perspective; vehicle; model; societal; transition; aspects; understanding; interaction; blocks; challenges; chain; supply; study; economic; economy; reverse; system; logistics; circular; modelling; remanufacturing; linear; dynamics; electric; batteries,0
82,ds; development; prevalent; nominal; matching; variable; margin; indices; rate; filter; derivative; specifications; direct; time; turbines; lfc; method; integral; designed; decentralized; pid; dynamics; domain; design; fractional; efficacy; load; stability; delay; proportional; linearity; disturbance; constraint; communication; systems; system; frequency; controllers; control; controller,1
83,rate; model; 27; grow; characteristics; improve; data; introducing; series; trend; annual; genetic; average; 30; growth; sales; accuracy; 2020; translation; employed; accumulation; transformations; production; parameters; shocks; adaptability; optimum; ascertain; reserved; china; energy; prediction; vehicles; algorithm; operator; buffer; forecast; grey; forecasting; optimised,0
84,handling; conductivity; treatm; ortar; ater; industrial; compared; mortars; elsevier; produced; capability; mixes; reduced; reserved; mix; promoted; compressive; slag; workability; absorption; mechanical; aggregate; partial; insulating; aggregates; rubber; sodium; inferior; material; thermal; alkaliactivated; alkali; enhanced; crumb; mortar; concrete; copper; combination; replacing; replacement,0
85,offer; ensure; condition; resource; primary; patients; situations; endotracheal; conduits; capnography; resources; skillset; facilitate; credentialed; clinicians; ventilation; gastric; clinician; adequate; sga; sgas; airway; equip; intubation; placement; clinical; initial; oxygenation; document; ventilations; airways; agencies; insertionsga; ems; position; statement; aspiration; naemsp; supraglottic; prehospital,1
86,rats; systematic; kidney; activity; sex; blood; liver; kidneys; ration; serum; studied; capacity; levels; hormones; filtration; tissue; lipid; tissues; fraction; mice; parameters; female; lipids; effects; c57bl; aminotransaminases; proteins; biochemical; microalgae,1
87,steroidal; anlysis; test; examined; slight; cm; organism; organic; nematode; tested; infrared; targeted; characteristic; endoparasite; identifying; ethnoveterinary; infections; spectroscopy; elegans; amines; identification; spectrometry; identified; spectra; aromatics; extract; potency; acids; crispus; medicinal; rumex; extracts; anthelmintic; bioactive; flavonoids; compounds; phenols; caenorhabditis; alkaloids; proanthocyanidin,1
88,quality; spillover; dea; measure; based; characteristics; eco; data; time; technological; factors; industrial; significance; improvement; consumption; energy; development; aggregation; dependence; entropy; autocorrelation; affect; regulation; transformation; local; provinces; influence; cities; regional; tourism; effects; region; efficiency; pollution; environment; economy; economic; ecological; urbanization; environmental,0
